PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
48,1.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
49,0.0,1.0,0.5353982843137254,0.4,0.0,0.33352615384615386,0.0,1.0,1.0,0.0,0.0
50,0.0,1.0,0.2916666666666667,0.2,0.0,0.27384615384615385,1.0,0.0,0.0,0.0,1.0
51,0.0,1.0,0.0625,0.8,0.16666666666666666,0.6105769230769231,0.0,1.0,0.0,0.0,1.0
52,0.0,1.0,0.3541666666666667,0.0,0.0,0.12,0.0,1.0,0.0,0.0,1.0
54,1.0,0.5,0.5208333333333334,0.2,0.0,0.4,1.0,0.0,0.0,0.0,1.0
56,1.0,0.0,0.5353982843137254,0.0,0.0,0.5461538461538461,0.0,1.0,0.0,0.0,1.0
57,1.0,0.5,0.3541666666666667,0.0,0.0,0.16153846153846155,1.0,0.0,0.0,0.0,1.0
58,0.0,1.0,0.5104166666666666,0.0,0.0,0.11121846153846153,0.0,1.0,1.0,0.0,0.0
59,1.0,0.5,0.020833333333333332,0.2,0.3333333333333333,0.4269230769230769,1.0,0.0,0.0,0.0,1.0
60,0.0,1.0,0.14583333333333334,1.0,0.3333333333333333,0.7215384615384615,0.0,1.0,0.0,0.0,1.0
61,0.0,1.0,0.375,0.0,0.0,0.11121846153846153,0.0,1.0,1.0,0.0,0.0
64,0.0,1.0,0.0,0.6,0.3333333333333333,0.4292307692307692,0.0,1.0,0.0,0.0,1.0
65,0.0,0.0,0.5353982843137254,0.0,0.0,0.42647384615384615,0.0,1.0,1.0,0.0,0.0
66,1.0,1.0,0.5353982843137254,0.2,0.16666666666666666,0.23455076923076923,0.0,1.0,1.0,0.0,0.0
67,1.0,0.5,0.5208333333333334,0.0,0.0,0.16153846153846155,1.0,0.0,0.0,0.0,1.0
68,0.0,1.0,0.3125,0.0,0.0,0.1255123076923077,0.0,1.0,0.0,0.0,1.0
69,1.0,1.0,0.2708333333333333,0.8,0.3333333333333333,0.12192307692307693,1.0,0.0,0.0,0.0,1.0
70,0.0,1.0,0.4583333333333333,0.4,0.0,0.13326923076923075,0.0,1.0,0.0,0.0,1.0
71,0.0,0.5,0.5833333333333334,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
72,0.0,1.0,0.25,1.0,0.3333333333333333,0.7215384615384615,1.0,0.0,0.0,0.0,1.0
74,0.0,1.0,0.4583333333333333,0.2,0.0,0.2223723076923077,0.0,1.0,1.0,0.0,0.0
75,1.0,1.0,0.5833333333333334,0.0,0.0,0.8691661538461539,0.0,1.0,0.0,0.0,1.0
76,0.0,1.0,0.4375,0.0,0.0,0.1176923076923077,0.0,1.0,0.0,0.0,1.0
77,0.0,1.0,0.5353982843137254,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
78,0.0,1.0,0.5353982843137254,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
80,1.0,1.0,0.5416666666666666,0.0,0.0,0.19192307692307692,1.0,0.0,0.0,0.0,1.0
81,0.0,1.0,0.375,0.0,0.0,0.13846153846153847,0.0,1.0,0.0,0.0,1.0
82,1.0,1.0,0.5208333333333334,0.0,0.0,0.14615384615384616,0.0,1.0,0.0,0.0,1.0
83,1.0,1.0,0.5353982843137254,0.0,0.0,0.1198076923076923,1.0,0.0,0.0,1.0,0.0
84,0.0,0.0,0.5,0.0,0.0,0.7246153846153847,0.0,1.0,0.0,0.0,1.0
85,1.0,0.5,0.2708333333333333,0.0,0.0,0.16153846153846155,1.0,0.0,0.0,0.0,1.0
86,1.0,1.0,0.6041666666666666,0.6,0.0,0.24384615384615385,1.0,0.0,0.0,0.0,1.0
87,0.0,1.0,0.25,0.2,0.5,0.5288461538461539,0.0,1.0,0.0,0.0,1.0
88,0.0,1.0,0.5353982843137254,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
90,0.0,1.0,0.4166666666666667,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
91,0.0,1.0,0.5208333333333334,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
92,0.0,1.0,0.3333333333333333,0.0,0.0,0.12083384615384615,0.0,1.0,0.0,0.0,1.0
93,0.0,0.0,0.875,0.2,0.0,0.9411538461538461,0.0,1.0,0.0,0.0,1.0
94,0.0,1.0,0.4583333333333333,0.2,0.3333333333333333,0.31653846153846155,0.0,1.0,0.0,0.0,1.0
96,0.0,1.0,0.5353982843137254,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
98,1.0,0.0,0.3958333333333333,0.0,0.16666666666666666,0.9747430769230769,0.0,1.0,1.0,0.0,0.0
99,1.0,0.5,0.625,0.0,0.16666666666666666,0.35384615384615387,1.0,0.0,0.0,0.0,1.0
100,0.0,0.5,0.625,0.2,0.0,0.4,0.0,1.0,0.0,0.0,1.0
101,0.0,1.0,0.5,0.0,0.0,0.12147384615384615,1.0,0.0,0.0,0.0,1.0
102,0.0,1.0,0.5353982843137254,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
104,0.0,1.0,0.6041666666666666,0.0,0.0,0.13314153846153845,0.0,1.0,0.0,0.0,1.0
105,0.0,1.0,0.6875,0.4,0.0,0.12192307692307693,0.0,1.0,0.0,0.0,1.0
106,0.0,1.0,0.5,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
107,1.0,1.0,0.3541666666666667,0.0,0.0,0.1176923076923077,1.0,0.0,0.0,0.0,1.0
108,1.0,1.0,0.5353982843137254,0.0,0.0,0.11961538461538462,0.0,1.0,0.0,0.0,1.0
109,0.0,1.0,0.7083333333333334,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
110,1.0,1.0,0.5353982843137254,0.2,0.0,0.37153846153846154,1.0,0.0,0.0,1.0,0.0
111,0.0,0.0,0.8958333333333334,0.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0
112,0.0,1.0,0.21875,0.2,0.0,0.2223723076923077,1.0,0.0,1.0,0.0,0.0
113,0.0,1.0,0.375,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
114,0.0,1.0,0.3333333333333333,0.2,0.0,0.15115384615384614,1.0,0.0,0.0,0.0,1.0
115,0.0,1.0,0.2708333333333333,0.0,0.0,0.22243538461538462,1.0,0.0,1.0,0.0,0.0
116,0.0,1.0,0.3541666666666667,0.0,0.0,0.12192307692307693,0.0,1.0,0.0,0.0,1.0
118,0.0,0.5,0.5208333333333334,0.2,0.0,0.3230769230769231,0.0,1.0,0.0,0.0,1.0
122,0.0,1.0,0.5353982843137254,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
123,0.0,0.5,0.59375,0.2,0.0,0.4626276923076923,0.0,1.0,1.0,0.0,0.0
124,1.0,0.5,0.59375,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0
126,1.0,1.0,0.16666666666666666,0.2,0.0,0.17294923076923077,0.0,1.0,1.0,0.0,0.0
127,0.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,0.0,1.0,0.0,1.0,0.0
128,1.0,1.0,0.4166666666666667,0.0,0.0,0.1098723076923077,0.0,1.0,0.0,0.0,1.0
129,1.0,1.0,0.5353982843137254,0.2,0.16666666666666666,0.34397384615384613,1.0,0.0,1.0,0.0,0.0
130,0.0,1.0,0.8541666666666666,0.0,0.0,0.1073076923076923,0.0,1.0,0.0,0.0,1.0
131,0.0,1.0,0.6041666666666666,0.0,0.0,0.12147384615384615,0.0,1.0,1.0,0.0,0.0
132,0.0,1.0,0.3333333333333333,0.0,0.0,0.10846153846153846,0.0,1.0,0.0,0.0,1.0
133,0.0,1.0,0.8958333333333334,0.2,0.0,0.2230769230769231,1.0,0.0,0.0,0.0,1.0
134,1.0,0.5,0.5208333333333334,0.2,0.0,0.4,1.0,0.0,0.0,0.0,1.0
135,0.0,0.5,0.4375,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
136,0.0,0.5,0.3958333333333333,0.0,0.0,0.23147384615384614,0.0,1.0,1.0,0.0,0.0
137,1.0,0.0,0.3125,0.0,0.3333333333333333,0.40435846153846156,1.0,0.0,0.0,0.0,1.0
138,0.0,0.0,0.6875,0.2,0.0,0.816923076923077,0.0,1.0,0.0,0.0,1.0
139,0.0,1.0,0.25,0.0,0.0,0.1417953846153846,0.0,1.0,0.0,0.0,1.0
141,0.0,1.0,0.5353982843137254,0.0,0.3333333333333333,0.23455076923076923,1.0,0.0,1.0,0.0,0.0
142,1.0,1.0,0.375,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,0.0,1.0
143,1.0,1.0,0.4166666666666667,0.2,0.0,0.24384615384615385,1.0,0.0,0.0,0.0,1.0
144,0.0,1.0,0.3125,0.0,0.0,0.10384615384615385,0.0,1.0,0.0,1.0,0.0
145,0.0,0.5,0.2916666666666667,0.0,0.0,0.17692307692307693,0.0,1.0,0.0,0.0,1.0
146,0.0,0.5,0.3125,0.2,0.16666666666666666,0.5653846153846154,0.0,1.0,0.0,0.0,1.0
147,1.0,1.0,0.4791666666666667,0.0,0.0,0.11993538461538461,0.0,1.0,0.0,0.0,1.0
148,0.0,1.0,0.10416666666666667,0.4,0.3333333333333333,0.5288461538461539,1.0,0.0,0.0,0.0,1.0
149,0.0,0.5,0.6770833333333334,0.0,0.3333333333333333,0.4,0.0,1.0,0.0,0.0,1.0
150,0.0,0.5,0.7916666666666666,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
151,0.0,0.5,0.9791666666666666,0.0,0.0,0.1926923076923077,0.0,1.0,0.0,0.0,1.0
154,0.0,1.0,0.7604166666666666,0.0,0.3333333333333333,0.2230769230769231,0.0,1.0,0.0,0.0,1.0
155,0.0,1.0,0.5353982843137254,0.0,0.0,0.1125,0.0,1.0,0.0,0.0,1.0
156,0.0,0.0,0.9791666666666666,0.0,0.16666666666666666,0.9442953846153845,0.0,1.0,1.0,0.0,0.0
157,1.0,1.0,0.25,0.0,0.0,0.11897384615384615,1.0,0.0,0.0,1.0,0.0
158,0.0,1.0,0.5416666666666666,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
159,0.0,1.0,0.5353982843137254,0.0,0.0,0.13326923076923075,0.0,1.0,0.0,0.0,1.0
161,0.0,1.0,0.8333333333333334,0.0,0.16666666666666666,0.2476923076923077,0.0,1.0,0.0,0.0,1.0
162,1.0,0.5,0.75,0.0,0.0,0.2423076923076923,1.0,0.0,0.0,0.0,1.0
163,0.0,1.0,0.4583333333333333,0.0,0.0,0.11961538461538462,0.0,1.0,0.0,0.0,1.0
164,0.0,1.0,0.2708333333333333,0.0,0.0,0.13326923076923075,0.0,1.0,0.0,0.0,1.0
166,1.0,1.0,0.10416666666666667,0.0,0.3333333333333333,0.31576923076923075,0.0,1.0,0.0,0.0,1.0
167,1.0,0.0,0.5353982843137254,0.0,0.16666666666666666,0.8461538461538461,1.0,0.0,0.0,0.0,1.0
168,0.0,1.0,0.8541666666666666,0.2,0.6666666666666666,0.4292307692307692,1.0,0.0,0.0,0.0,1.0
169,0.0,0.0,0.5353982843137254,0.0,0.0,0.39884615384615385,0.0,1.0,0.0,0.0,1.0
170,0.0,1.0,0.5,0.0,0.0,0.8691661538461539,0.0,1.0,0.0,0.0,1.0
172,0.0,1.0,0.0,0.8,0.16666666666666666,0.4480769230769231,0.0,1.0,0.0,1.0,0.0
174,0.0,1.0,0.3541666666666667,0.0,0.0,0.12192307692307693,0.0,1.0,0.0,0.0,1.0
176,0.0,1.0,0.2916666666666667,0.2,0.16666666666666666,0.12083384615384615,0.0,1.0,0.0,0.0,1.0
177,0.0,1.0,0.5353982843137254,0.6,0.16666666666666666,0.3917953846153846,0.0,1.0,0.0,0.0,1.0
178,0.0,0.0,0.9583333333333334,0.0,0.0,0.4417307692307692,1.0,0.0,1.0,0.0,0.0
179,0.0,0.5,0.5416666666666666,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
180,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
182,0.0,0.5,0.5353982843137254,0.0,0.0,0.23153846153846155,0.0,1.0,1.0,0.0,0.0
183,0.0,1.0,0.10416666666666667,0.8,0.3333333333333333,0.48288461538461536,0.0,1.0,0.0,0.0,1.0
185,1.0,1.0,0.0,0.0,0.3333333333333333,0.3388461538461538,1.0,0.0,0.0,0.0,1.0
186,0.0,0.0,0.5353982843137254,0.0,0.0,0.7692307692307693,0.0,1.0,0.0,0.0,1.0
187,1.0,1.0,0.5353982843137254,0.2,0.0,0.23846153846153847,1.0,0.0,0.0,1.0,0.0
188,1.0,0.0,0.8541666666666666,0.0,0.0,0.4084615384615385,0.0,1.0,0.0,0.0,1.0
189,0.0,1.0,0.75,0.2,0.16666666666666666,0.23846153846153847,0.0,1.0,0.0,1.0,0.0
190,0.0,1.0,0.6666666666666666,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
191,1.0,0.5,0.5833333333333334,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0
192,0.0,0.5,0.3125,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
193,1.0,1.0,0.3125,0.2,0.0,0.12083384615384615,1.0,0.0,0.0,0.0,1.0
195,1.0,0.0,0.8333333333333334,0.0,0.0,0.42647384615384615,1.0,0.0,1.0,0.0,0.0
197,0.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,0.0,1.0,0.0,1.0,0.0
198,0.0,1.0,0.7916666666666666,0.0,0.16666666666666666,0.12929538461538462,0.0,1.0,0.0,0.0,1.0
199,1.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
200,0.0,0.5,0.4166666666666667,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0
201,0.0,1.0,0.5,0.0,0.0,0.14615384615384616,0.0,1.0,0.0,0.0,1.0
203,0.0,1.0,0.625,0.0,0.0,0.09993538461538462,0.0,1.0,0.0,0.0,1.0
204,0.0,1.0,0.8645833333333334,0.0,0.0,0.11115384615384614,0.0,1.0,1.0,0.0,0.0
205,1.0,1.0,0.2916666666666667,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
207,0.0,1.0,0.5833333333333334,0.2,0.0,0.24384615384615385,0.0,1.0,0.0,0.0,1.0
208,1.0,1.0,0.4583333333333333,0.0,0.0,0.2890384615384616,0.0,1.0,1.0,0.0,0.0
209,1.0,1.0,0.25,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
210,1.0,0.0,0.75,0.0,0.0,0.47692307692307695,0.0,1.0,1.0,0.0,0.0
211,0.0,1.0,0.4166666666666667,0.0,0.0,0.10846153846153846,0.0,1.0,0.0,0.0,1.0
212,1.0,0.5,0.6458333333333334,0.0,0.0,0.3230769230769231,1.0,0.0,0.0,0.0,1.0
213,0.0,1.0,0.375,0.0,0.0,0.11153846153846154,0.0,1.0,0.0,0.0,1.0
214,0.0,0.5,0.5416666666666666,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
215,0.0,1.0,0.5353982843137254,0.2,0.0,0.11923076923076924,0.0,1.0,0.0,1.0,0.0
217,1.0,1.0,0.4791666666666667,0.0,0.0,0.12192307692307693,1.0,0.0,0.0,0.0,1.0
218,0.0,0.5,0.7916666666666666,0.2,0.0,0.4153846153846154,0.0,1.0,0.0,0.0,1.0
220,0.0,0.5,0.5416666666666666,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
221,1.0,1.0,0.25,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
222,0.0,0.5,0.4791666666666667,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
223,0.0,1.0,0.9791666666666666,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
224,0.0,1.0,0.5353982843137254,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
226,0.0,1.0,0.375,0.0,0.0,0.14384615384615385,0.0,1.0,0.0,0.0,1.0
227,1.0,0.5,0.3125,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
228,0.0,1.0,0.34375,0.0,0.0,0.11153846153846154,0.0,1.0,0.0,0.0,1.0
229,0.0,0.5,0.2916666666666667,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
230,0.0,1.0,0.5353982843137254,0.6,0.16666666666666666,0.3917953846153846,1.0,0.0,0.0,0.0,1.0
232,0.0,1.0,0.5208333333333334,0.0,0.0,0.11961538461538462,0.0,1.0,0.0,0.0,1.0
234,1.0,1.0,0.020833333333333332,0.8,0.3333333333333333,0.48288461538461536,1.0,0.0,0.0,0.0,1.0
235,0.0,0.5,0.4166666666666667,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
236,0.0,1.0,0.5353982843137254,0.0,0.0,0.11615384615384615,1.0,0.0,0.0,0.0,1.0
237,0.0,0.5,0.8333333333333334,0.2,0.0,0.4,0.0,1.0,0.0,0.0,1.0
238,1.0,0.5,0.08333333333333333,0.0,0.3333333333333333,0.40384615384615385,1.0,0.0,0.0,0.0,1.0
239,0.0,0.5,0.3125,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
240,0.0,0.5,0.6041666666666666,0.0,0.0,0.18884615384615386,0.0,1.0,0.0,0.0,1.0
241,0.0,1.0,0.5353982843137254,0.2,0.0,0.2223723076923077,1.0,0.0,1.0,0.0,0.0
242,1.0,1.0,0.5353982843137254,0.2,0.0,0.23846153846153847,1.0,0.0,0.0,1.0,0.0
243,0.0,0.5,0.5208333333333334,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
244,0.0,1.0,0.375,0.0,0.0,0.10961538461538461,0.0,1.0,0.0,0.0,1.0
245,0.0,1.0,0.5416666666666666,0.0,0.0,0.11115384615384614,0.0,1.0,1.0,0.0,0.0
247,0.0,1.0,0.4375,0.0,0.0,0.11961538461538462,1.0,0.0,0.0,0.0,1.0
248,1.0,0.5,0.4166666666666667,0.0,0.3333333333333333,0.2230769230769231,1.0,0.0,0.0,0.0,1.0
249,1.0,0.0,0.6875,0.2,0.16666666666666666,0.8085261538461539,0.0,1.0,0.0,0.0,1.0
251,0.0,1.0,0.5353982843137254,0.0,0.0,0.11153846153846154,0.0,1.0,0.0,0.0,1.0
252,0.0,1.0,0.5208333333333334,0.2,0.16666666666666666,0.16096153846153846,1.0,0.0,0.0,0.0,1.0
254,0.0,1.0,0.5416666666666666,0.2,0.0,0.2476923076923077,0.0,1.0,0.0,0.0,1.0
255,0.0,1.0,0.7708333333333334,0.0,0.3333333333333333,0.31096153846153846,1.0,0.0,0.0,0.0,1.0
256,1.0,1.0,0.5208333333333334,0.0,0.3333333333333333,0.23455076923076923,1.0,0.0,1.0,0.0,0.0
260,1.0,0.5,0.9583333333333334,0.0,0.16666666666666666,0.4,1.0,0.0,0.0,0.0,1.0
261,0.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,0.0,1.0,0.0,1.0,0.0
264,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
265,0.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
266,0.0,0.5,0.6666666666666666,0.0,0.0,0.16153846153846155,0.0,1.0,0.0,0.0,1.0
267,0.0,1.0,0.25,0.8,0.16666666666666666,0.6105769230769231,0.0,1.0,0.0,0.0,1.0
268,1.0,1.0,0.4375,0.2,0.0,0.11961538461538462,0.0,1.0,0.0,0.0,1.0
271,0.0,0.0,0.5353982843137254,0.0,0.0,0.47692307692307695,0.0,1.0,0.0,0.0,1.0
272,1.0,1.0,0.4375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
273,1.0,0.5,0.7708333333333334,0.0,0.16666666666666666,0.3,1.0,0.0,0.0,0.0,1.0
274,0.0,0.0,0.6875,0.0,0.16666666666666666,0.45692307692307693,0.0,1.0,1.0,0.0,0.0
275,1.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
277,0.0,1.0,0.8541666666666666,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,0.0,1.0
278,0.0,0.5,0.5353982843137254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
279,0.0,1.0,0.0625,0.8,0.16666666666666666,0.4480769230769231,0.0,1.0,0.0,1.0,0.0
280,1.0,1.0,0.6458333333333334,0.2,0.16666666666666666,0.31153846153846154,1.0,0.0,0.0,0.0,1.0
282,0.0,1.0,0.5,0.0,0.0,0.12083384615384615,0.0,1.0,0.0,0.0,1.0
283,0.0,1.0,0.25,0.0,0.0,0.14615384615384616,0.0,1.0,0.0,0.0,1.0
284,1.0,1.0,0.3125,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
285,0.0,0.0,0.5353982843137254,0.0,0.0,0.4,0.0,1.0,0.0,0.0,1.0
286,0.0,1.0,0.6041666666666666,0.0,0.0,0.13326923076923075,0.0,1.0,1.0,0.0,0.0
287,1.0,1.0,0.5416666666666666,0.0,0.0,0.14615384615384616,0.0,1.0,0.0,0.0,1.0
288,0.0,1.0,0.375,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
289,1.0,0.5,0.7916666666666666,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0
290,1.0,1.0,0.375,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
293,0.0,0.5,0.6666666666666666,0.0,0.0,0.19807692307692307,0.0,1.0,1.0,0.0,0.0
294,0.0,1.0,0.4166666666666667,0.0,0.0,0.13615384615384615,1.0,0.0,0.0,0.0,1.0
295,0.0,1.0,0.4166666666666667,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
296,0.0,0.0,0.5353982843137254,0.0,0.0,0.42647384615384615,0.0,1.0,1.0,0.0,0.0
297,0.0,1.0,0.40625,0.0,0.0,0.11121846153846153,0.0,1.0,1.0,0.0,0.0
299,1.0,0.0,0.5353982843137254,0.0,0.0,0.46923076923076923,0.0,1.0,0.0,0.0,1.0
301,1.0,1.0,0.5353982843137254,0.0,0.0,0.11923076923076924,1.0,0.0,0.0,1.0,0.0
302,1.0,1.0,0.5353982843137254,0.4,0.0,0.3576923076923077,0.0,1.0,0.0,1.0,0.0
303,0.0,1.0,0.3125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
304,1.0,0.5,0.5353982843137254,0.0,0.0,0.19,1.0,0.0,0.0,1.0,0.0
305,0.0,1.0,0.5353982843137254,0.0,0.0,0.12384615384615386,0.0,1.0,0.0,0.0,1.0
309,0.0,0.5,0.5416666666666666,0.2,0.0,0.36923076923076925,0.0,1.0,1.0,0.0,0.0
310,1.0,0.0,0.5416666666666666,0.0,0.0,0.8758338461538462,1.0,0.0,1.0,0.0,0.0
313,0.0,0.5,0.4583333333333333,0.2,0.16666666666666666,0.4,1.0,0.0,0.0,0.0,1.0
314,0.0,1.0,0.5,0.0,0.0,0.12147384615384615,0.0,1.0,0.0,0.0,1.0
315,0.0,0.5,0.8125,0.2,0.16666666666666666,0.40384615384615385,0.0,1.0,0.0,0.0,1.0
316,1.0,1.0,0.4583333333333333,0.0,0.0,0.12083384615384615,1.0,0.0,0.0,0.0,1.0
317,1.0,0.5,0.4166666666666667,0.2,0.0,0.4,1.0,0.0,0.0,0.0,1.0
321,0.0,1.0,0.375,0.0,0.0,0.11153846153846154,0.0,1.0,0.0,0.0,1.0
